sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0109_00923,"Ocean warming has been implicated as a trigger for these changes in glacier dynamics, yet little data exist near glacier termini to assess the role of ocean warming here.",Analysis of Antarctic Peninsula glacier frontal ablation rates with respect to iceberg melt-inferred variability in ocean conditions,2020.0,Journal of Glaciology,21,"Geology, Environmental Science, Geology",3,,,False
s0086_00739,Glacier surface melt dynamics throughout Novaya Zemlya (NovZ) and Severnaya Zemlya (SevZ) serve as a good indicator of ice mass ablation and regional climate change in the Russian High Arctic.,Recent ice cap snowmelt in Russian High Arctic and anti-correlation with late summer sea ice extent,2014.0,,22,"Physics, Environmental Science, Environmental Science",3,,,False
s0537_04878,ABSTRACT Anthropogenic emissions of greenhouse gases are warming the Earth.,Climate change and extreme weather: A review focusing on the continental United States,2021.0,Journal of the Air and Waste Management Association,51,"Medicine, Environmental Science",3,,,False
s0318_02871,"The paper concludes by suggesting that the diversity of climate, soil types, and agricultural practices in place across Australia will make it difficult to define generic scenarios for greenhouse gas emissions.","Soils and climate change: potential impacts on carbon stocks and greenhouse gas emissions, and future research for Australian agriculture",2012.0,Crop and Pasture Science,103,"Biology, Environmental Science, Agricultural and Food Sciences",3,,,False
s0341_03029,"Water vapour is the strongest greenhouse gas in our atmosphere, and its strength and its dependence on temperature lead to a strong feedback mechanism in both the troposphere and the stratosphere.","A Raman lidar tropospheric water vapour climatology and height-resolved trend analysis over Payerne, Switzerland",2020.0,Atmospheric Chemistry and Physics,22,"Environmental Science, Environmental Science, Physics",3,,,False
s0248_02236,"Wildfires represent an increasing threat to ecosystems and communities, driven by climate change, fuel dynamics, and human activities.","Wildfire Risk Assessment in Ambato, Ecuador: Drought Impacts, Fuel Dynamics, and Wildland–Urban Interface Vulnerability",2025.0,Fire,1,"Environmental Science, Geography",3,,,False
s0313_02823,Soil moistureatmosphere coupling (SA) amplifies greenhouse gas-driven global warming via changes in surface heat balance.,Soil moisture–atmosphere coupling accelerates global warming,2023.0,Nature Communications,107,"Medicine, Environmental Science",3,,,False
s0311_02798,Permafrost thaw and the subsequent mobilization of carbon (C) stored in previously frozen soil organic matter (SOM) have the potential to be a strong positive feedback to climate.,The impacts of recent permafrost thaw on land–atmosphere greenhouse gas exchange,2014.0,,97,"Environmental Science, Physics, Environmental Science",3,,,False
s0444_04098,"Here, by combining field surveys, radio- and stable-carbon isotopic analyses, and metagenomic sequencing, we present multiple characteristics of CH4 emissions from 120 thermokarst lakes in 30 clusters along a 1100 km transect on the Tibetan Plateau.",Characteristics of methane emissions from alpine thermokarst lakes on the Tibetan Plateau,2023.0,Nature Communications,47,"Medicine, Environmental Science, Geology",2,,,False
s0102_00857,"We analyzed the impacts and reliability of precipitation/temperature input solutions on hydrological simulations in the glacier/snow dominated Manas River Basin, showing that precipitation pattern has significant impact on snow accumulation and melt, and further impacts on simulated glacier melt behavior.",The influence of precipitation and temperature input schemes on hydrological simulations of a snow and glacier melt dominated basin in Northwest China,2013.0,,14,"Geology, Environmental Science",2,,,False
s0177_01560,"Global climate change is a major threat to reefs by increasing the frequency and severity of coral bleaching events over time, reducing coral cover and diversity.",Coral distribution and bleaching vulnerability areas in Southwestern Atlantic under ocean warming,2021.0,Scientific Reports,38,"Medicine, Environmental Science",2,,,False
s0448_04143,Beaver engineering in the Arctic tundra induces hydrologic and geomorphic changes that are favorable to methane (CH4) production.,Do beaver ponds increase methane emissions along Arctic tundra streams?,2023.0,Environmental Research Letters,11,"Physics, Environmental Science",2,,,False
s0142_01237,"Together, these six regions accounted for 90% of the total potential CO2eq future emissions.",Future carbon emissions from global mangrove forest loss,2020.0,bioRxiv,172,"Biology, Environmental Science, Medicine, Environmental Science, Economics",2,,,False
s0325_02928,"Using the change in permafrost surface area, we are able to quantify the total carbon feedback of melting permafrost.",Adapting the Budyko Model to Analyze Permafrost Recession and Potential for Carbon Feedback,2021.0,,1,"Environmental Science, Environmental Science",2,,,False
s0342_03049,Latent heat is the single largest factor in warming the atmosphere and in transporting heat from low to high latitudes.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",2,,,False
s0143_01250,"Overall, the mean and trend in the components of the global carbon budget are consistently estimated over the period 19592019, but discrepancies of up to 1 GtC yr1 persist for the representation of semi-decadal variability in CO2 fluxes.",Global Carbon Budget 2020,2020.0,Earth System Science Data,4112,"Environmental Science, Environmental Science",2,,,False
s0565_05147,"By sampling two GCM-specific parameters and global temperatures we create 60 new ""artificial"" GCMs and investigate the extent to which the GCM characteristics may explain the uncertainty in global carbon balance under future radiative forcing.",GCM characteristics explain the majority of uncertainty in projected 21st century terrestrial ecosystem carbon balance,2013.0,,53,"Environmental Science, Environmental Science",2,,,False
s0273_02471,"Majority of the projected impacts of climate change on ecosystem services are negative, so that to minimize impact of climate change on ecosystem services it is mandatory to practice climate smart agriculture by using technologies that support to mitigate and adapt climate change.",Review of Impact of Climate Change on Ecosystem Services—A Review,2021.0,International journal of food science and agriculture,4,"Geography, Environmental Science",2,,,False
s0455_04211,We found that increasing periods and areas of ice-free water and decreasing ice concentration have contributed to a steady increase in methane emissions since the middle of the first decade of the current century.,Model Study of the Effects of Climate Change on the Methane Emissions on the Arctic Shelves,2022.0,Atmosphere,15,Environmental Science,2,,,False
s0227_02049,"Yet, intense AU implementation (water from 550 m depth at 50 m3 s1) will likely have adverse effects on coral reefs by overcooling the surface water, altering salinity, decreasing calcium carbonate saturation, and considerably increasing nutrient levels.",Modeling Coral Bleaching Mitigation Potential of Water Vertical Translocation – An Analogue to Geoengineered Artificial Upwelling,2020.0,Frontiers in Marine Science,5,"Environmental Science, Environmental Science",2,,,False
s0172_01519,Uncertainty of carbon emission estimates depends on scale while local stakeholders' views on plausible REDD+ schemes influence and limit transaction costs.,Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",2,,,False
